DateTime,High,Low,Average
2016-10-21 02:00:00,632.31,630.01,631.00
2016-10-21 01:00:00,630.84,629.36,630.31
2016-10-21 00:00:00,630.42,629.76,630.01
2016-10-20 23:00:00,630.36,629.53,630.00
2016-10-20 22:00:00,630.27,629.76,630.03
2016-10-20 21:00:00,630.42,629.44,629.98
2016-10-20 20:00:00,630.18,629.20,629.62
2016-10-20 19:00:00,630.04,629.17,629.54
2016-10-20 18:00:00,629.66,627.85,628.68
2016-10-20 17:00:00,629.20,628.03,628.59
2016-10-20 16:00:00,629.57,628.68,629.19
2016-10-20 15:00:00,630.28,629.46,629.90
2016-10-20 14:00:00,630.24,629.56,629.85
2016-10-20 13:00:00,630.28,629.59,629.87
2016-10-20 12:00:00,630.29,629.63,630.00
2016-10-20 11:00:00,630.57,629.52,629.92
2016-10-20 10:00:00,630.63,629.48,629.95
2016-10-20 09:00:00,630.99,629.78,630.30
2016-10-20 08:00:00,630.44,629.64,629.98
2016-10-20 07:00:00,630.54,629.62,630.00
2016-10-20 06:00:00,630.07,628.86,629.37
2016-10-20 05:00:00,630.22,629.04,629.47
2016-10-20 04:00:00,629.32,627.93,628.65
2016-10-20 03:00:00,628.32,627.58,627.90
2016-10-20 02:00:00,629.46,628.19,628.69
2016-10-20 01:00:00,629.90,628.78,629.43
2016-10-20 00:00:00,630.23,629.04,629.67
2016-10-19 23:00:00,630.02,629.20,629.66
2016-10-19 22:00:00,629.91,628.82,629.28
2016-10-19 21:00:00,629.38,628.71,629.04
2016-10-19 20:00:00,629.52,628.40,628.89
2016-10-19 19:00:00,629.18,627.68,628.60
2016-10-19 18:00:00,629.13,628.01,628.56
2016-10-19 17:00:00,629.35,628.48,628.96
2016-10-19 16:00:00,628.92,627.72,628.28
2016-10-19 15:00:00,629.47,627.62,628.88
2016-10-19 14:00:00,628.98,626.87,627.77
2016-10-19 13:00:00,635.54,627.88,632.98
2016-10-19 12:00:00,636.11,634.12,635.04
2016-10-19 11:00:00,637.82,633.87,636.03
2016-10-19 10:00:00,637.98,636.89,637.37
2016-10-19 09:00:00,637.85,637.05,637.36
