DateTime,High,Low,Average
2016-10-25 07:00:00,604.23,602.76,603.40
2016-10-25 06:00:00,604.48,602.75,603.84
2016-10-25 05:00:00,603.99,603.45,603.74
2016-10-25 04:00:00,604.20,601.98,602.75
2016-10-25 03:00:00,603.23,601.65,602.67
2016-10-25 02:00:00,602.01,600.75,601.55
2016-10-25 01:00:00,601.42,599.47,600.72
2016-10-25 00:00:00,601.03,599.25,600.30
2016-10-24 23:00:00,601.08,599.25,599.85
2016-10-24 22:00:00,601.22,599.81,600.68
2016-10-24 21:00:00,600.00,598.26,598.96
2016-10-24 20:00:00,600.15,598.42,599.08
2016-10-24 19:00:00,600.21,598.89,599.62
2016-10-24 18:00:00,600.13,598.32,599.09
2016-10-24 17:00:00,600.91,598.92,600.36
2016-10-24 16:00:00,600.61,598.70,599.86
2016-10-24 15:00:00,600.70,599.17,599.87
2016-10-24 14:00:00,600.35,599.05,599.89
2016-10-24 13:00:00,599.83,599.12,599.37
2016-10-24 12:00:00,600.25,598.88,599.75
2016-10-24 11:00:00,599.10,597.77,598.72
2016-10-24 10:00:00,598.13,596.37,597.36
2016-10-24 09:00:00,596.98,595.43,596.58
2016-10-24 08:00:00,597.77,596.02,597.10
2016-10-24 07:00:00,596.61,595.68,596.10
2016-10-24 06:00:00,597.81,595.35,596.67
2016-10-24 05:00:00,598.51,596.54,597.77
2016-10-24 04:00:00,598.27,596.90,597.66
2016-10-24 03:00:00,598.58,597.27,597.88
2016-10-24 02:00:00,599.26,598.30,598.71
2016-10-24 01:00:00,598.47,596.90,597.82
2016-10-24 00:00:00,599.53,597.08,598.73
2016-10-23 23:00:00,599.83,598.76,599.16
2016-10-23 22:00:00,600.85,599.38,600.49
2016-10-23 21:00:00,600.51,598.72,599.86
2016-10-23 20:00:00,599.33,598.22,598.85
2016-10-23 19:00:00,599.06,598.56,598.87
2016-10-23 18:00:00,599.03,598.47,598.78
2016-10-23 17:00:00,600.26,598.65,599.07
2016-10-23 16:00:00,601.51,599.17,600.72
2016-10-23 15:00:00,601.37,599.94,600.90
2016-10-23 14:00:00,601.07,599.01,599.76
2016-10-23 13:00:00,599.50,598.95,599.30
2016-10-23 12:00:00,599.51,598.95,599.30
2016-10-23 11:00:00,600.71,598.05,599.32
2016-10-23 10:00:00,601.27,600.12,600.88
2016-10-23 09:00:00,602.21,600.69,601.46
2016-10-23 08:00:00,602.52,601.76,602.13
2016-10-23 07:00:00,602.42,601.47,602.13
2016-10-23 06:00:00,602.46,601.81,602.18
2016-10-23 05:00:00,602.28,601.12,601.91
2016-10-23 04:00:00,602.53,602.01,602.18
2016-10-23 03:00:00,603.41,601.98,602.69
2016-10-23 02:00:00,604.52,601.67,602.71
2016-10-23 01:00:00,605.04,603.96,604.59
2016-10-23 00:00:00,604.67,602.03,603.68
2016-10-22 23:00:00,602.74,601.41,602.05
2016-10-22 22:00:00,602.98,600.93,602.21
2016-10-22 21:00:00,601.81,600.64,601.09
2016-10-22 20:00:00,602.40,600.80,601.65
2016-10-22 19:00:00,603.53,602.10,602.86
2016-10-22 18:00:00,602.62,599.86,601.94
2016-10-22 17:00:00,600.64,599.02,599.70
2016-10-22 16:00:00,601.61,599.63,600.79
2016-10-22 15:00:00,605.33,588.74,599.55
2016-10-22 14:00:00,588.74,586.85,587.56
2016-10-22 13:00:00,587.10,585.86,586.26
2016-10-22 12:00:00,586.66,585.40,586.22
2016-10-22 11:00:00,586.21,585.14,585.69
2016-10-22 10:00:00,586.44,584.76,585.29
2016-10-22 09:00:00,586.69,585.58,586.23
2016-10-22 08:00:00,586.48,584.17,585.49
2016-10-22 07:00:00,584.33,583.62,583.92
2016-10-22 06:00:00,583.88,582.32,583.43
2016-10-22 05:00:00,582.32,580.96,581.77
2016-10-22 04:00:00,582.01,581.11,581.41
2016-10-22 03:00:00,582.14,581.13,581.51
2016-10-22 02:00:00,582.10,581.02,581.53
2016-10-22 01:00:00,582.17,581.07,581.62
2016-10-22 00:00:00,582.16,581.10,581.59
2016-10-21 23:00:00,581.73,580.52,581.01
2016-10-21 22:00:00,581.78,580.45,581.17
2016-10-21 21:00:00,581.76,580.66,581.31
2016-10-21 20:00:00,582.50,581.38,581.99
2016-10-21 19:00:00,582.69,581.79,582.12
2016-10-21 18:00:00,582.76,581.67,582.30
2016-10-21 17:00:00,582.91,582.07,582.41
2016-10-21 16:00:00,583.05,582.18,582.60
2016-10-21 15:00:00,582.54,581.47,582.20
2016-10-21 14:00:00,582.05,581.24,581.68
2016-10-21 13:00:00,582.77,581.32,581.90
2016-10-21 12:00:00,581.68,580.26,581.12
2016-10-21 11:00:00,581.19,579.71,580.39
2016-10-21 10:00:00,580.70,579.85,580.41
2016-10-21 09:00:00,581.09,579.88,580.72
2016-10-21 08:00:00,581.60,580.34,580.84
2016-10-21 07:00:00,580.81,579.78,580.28
2016-10-21 06:00:00,581.20,580.09,580.47
2016-10-21 05:00:00,580.95,579.93,580.58
2016-10-21 04:00:00,580.72,580.17,580.52
2016-10-21 03:00:00,582.15,580.57,581.01
2016-10-21 02:00:00,581.53,580.44,581.13
2016-10-21 01:00:00,581.12,578.48,579.85
2016-10-21 00:00:00,579.46,578.37,578.71
2016-10-20 23:00:00,579.56,578.65,578.98
2016-10-20 22:00:00,578.89,577.83,578.56
2016-10-20 21:00:00,579.61,578.15,578.84
2016-10-20 20:00:00,578.66,577.39,578.18
2016-10-20 19:00:00,578.76,577.70,578.33
2016-10-20 18:00:00,578.06,576.64,577.57
2016-10-20 17:00:00,578.12,576.69,577.50
2016-10-20 16:00:00,578.84,577.00,577.88
2016-10-20 15:00:00,579.41,577.91,578.80
2016-10-20 14:00:00,578.18,576.44,577.32
2016-10-20 13:00:00,578.02,576.40,577.19
2016-10-20 12:00:00,578.19,575.99,577.24
2016-10-20 11:00:00,578.03,576.30,577.33
2016-10-20 10:00:00,578.86,576.76,577.87
2016-10-20 09:00:00,579.43,577.16,578.33
2016-10-20 08:00:00,578.89,577.30,578.02
2016-10-20 07:00:00,578.87,577.40,578.08
2016-10-20 06:00:00,578.39,575.72,576.44
2016-10-20 05:00:00,576.46,575.42,576.05
2016-10-20 04:00:00,576.40,573.59,575.31
2016-10-20 03:00:00,575.25,573.88,574.37
2016-10-20 02:00:00,576.38,574.77,575.25
2016-10-20 01:00:00,576.59,575.25,575.88
2016-10-20 00:00:00,576.67,575.41,576.14
2016-10-19 23:00:00,576.45,575.75,576.08
2016-10-19 22:00:00,576.47,575.79,576.11
2016-10-19 21:00:00,576.55,575.11,575.81
2016-10-19 20:00:00,576.21,574.82,575.55
2016-10-19 19:00:00,576.64,574.84,575.67
2016-10-19 18:00:00,576.03,574.98,575.51
2016-10-19 17:00:00,576.00,574.69,575.56
2016-10-19 16:00:00,575.59,574.20,575.17
2016-10-19 15:00:00,576.04,574.29,575.21
2016-10-19 14:00:00,574.93,573.28,574.16
2016-10-19 13:00:00,580.58,573.68,578.70
2016-10-19 12:00:00,580.58,577.95,579.68
2016-10-19 11:00:00,580.70,577.76,579.89
2016-10-19 10:00:00,580.77,580.26,580.58
2016-10-19 09:00:00,581.95,580.11,580.96
